_id,time,txt
ObjectId("5d08a1148541638b5c24c831"),2018-10-30,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月30日13时08分在河北邢台市隆尧县附近（北纬37.21度，东经114.65度）发生3.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c832"),2018-10-30,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月30日10时22分在新疆克孜勒苏州乌恰县（北纬39.45度，东经75.12度）发生4.7级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c833"),2018-10-24,当地网友说，地震造成泸州全城震感明显。
ObjectId("5d08a1148541638b5c24c834"),2018-10-24,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月24日17时58分在新疆克孜勒苏州阿合奇县（北纬40.91度，东经78.67度）发生3.2级地震，震源深度11千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c835"),2018-10-24,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月24日17时58分在四川泸州市龙马潭区（北纬28.92度，东经105.43度）发生3.2级地震，震源深度6千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c836"),2018-10-27,我们无法阻止潮起潮落，但可以学会乘风破浪。各位早上好 
ObjectId("5d08a1148541638b5c24c837"),2018-10-26,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月26日17时05分在马里亚纳群岛地区（北纬17.35度，东经147.95度）发生5.8级地震，震源深度20千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c838"),2018-10-26,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月26日11时04分在日本北海道地区（北纬44.45度，东经145.55度）发生5.4级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c839"),2018-10-29,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月29日06时23分在萨尔瓦多沿岸近海（北纬12.97度，西经90.37度）发生6.0级地震，震源深度20千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1148541638b5c24c83a"),2018-10-28,应急管理部已调派国家水上应急救援重庆长航队7名潜水员、4名深潜队员和1名深潜医务人员，以及40吨级全旋转浮吊打捞船赶赴重庆市万州区公交车坠江事故现场，参与人员搜救等处置工作。
ObjectId("5d08a1148541638b5c24c83b"),2018-10-24,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月24日00时04分在台湾花莲县海域（北纬24.01度，东经122.68度）发生5.7级地震，震源深度30千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1148541638b5c24c83c"),2018-10-24,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月24日00时04分在中国台湾地区附近（北纬24.05度，东经122.66度）发生5.7级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1148541638b5c24c83d"),2018-11-06,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：11月06日13时43分在西藏那曲地区安多县附近（北纬32.96度，东经90.14度）发生4.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c83e"),2018-11-06,每个人的心里，都藏着一个了不起的自己，只要你不颓废，不消极，一直悄悄酝酿着乐观，培养着豁达，坚持着善良，只要在路上，就没有到达不了的远方。各位早上好 
ObjectId("5d08a1148541638b5c24c83f"),2018-11-06,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：11月06日02时35分在印尼苏拉威西岛（南纬2.95度，东经119.40度）发生5.1级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c840"),2018-10-30,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月30日10时22分在新疆克孜勒苏州乌恰县附近（北纬39.42度，东经75.14度）发生4.5级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c841"),2018-10-30,做人，不一定要风风光光，但一定要堂堂正正。处事，不一定要尽善尽美，但一定要问心无愧。各位早上好 
ObjectId("5d08a1148541638b5c24c842"),2018-10-30,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月30日05时00分在云南昭通市永善县（北纬28.11度，东经103.55度）发生3.3级地震，震源深度14千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/微博云南'>@微博云南</a> ） 
ObjectId("5d08a1148541638b5c24c843"),2018-10-24,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月24日17时58分在四川泸州市龙马潭区附近（北纬28.94度，东经105.43度）发生3.3级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c844"),2018-10-26,当才华撑不起野心的时候，唯有安静读书。各位早上好 
ObjectId("5d08a1148541638b5c24c845"),2018-10-26,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月26日06时54分在伊奥尼亚海（北纬37.51度，东经20.51度）发生7.0级地震，震源深度20千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1148541638b5c24c846"),2018-10-28,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月28日08时38分在罗马尼亚（北纬45.75度，东经26.35度）发生5.5级地震，震源深度150千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c847"),2018-10-28,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月28日08时25分在云南昭通市永善县（北纬28.08度，东经103.54度）发生2.9级地震，震源深度5千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/微博云南'>@微博云南</a> ） 
ObjectId("5d08a1148541638b5c24c848"),2018-10-22,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月22日13时39分在加拿大温哥华岛附近海域（北纬49.20度，西经129.50度）发生6.7级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1148541638b5c24c849"),2018-10-22,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月22日13时39分在加拿大温哥华岛地区附近（北纬49.09度，西经129.82度）发生6.3级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1148541638b5c24c84a"),2018-10-23,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月23日14时44分在四川自贡市荣县（北纬29.40度，东经104.46度）发生3.0级地震，震源深度5千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c84b"),2018-10-23,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月23日14时44分在四川自贡市荣县附近（北纬29.41度，东经104.46度）发生3.0级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c84c"),2018-10-20,不要因为没有掌声就放弃梦想，你需要的不是观众，而是勇气和坚持。各位周末早 
ObjectId("5d08a1148541638b5c24c84d"),2018-10-19,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月19日21时25分在塔吉克斯坦（北纬38.32度，东经74.11度）发生5.1级地震，震源深度160千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1148541638b5c24c84e"),2018-10-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月21日09时22分在新疆吐鲁番市鄯善县附近（北纬43.02度，东经90.72度）发生4.0级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c84f"),2018-10-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月21日08时20分在云南大理州永平县（北纬25.17度，东经99.49度）发生3.1级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/微博云南'>@微博云南</a> ） 
ObjectId("5d08a1148541638b5c24c850"),2018-11-06,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：11月06日00时24分在广东湛江市雷州市（北纬20.79度，东经110.07度）发生3.1级地震，震源深度15千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c851"),2018-11-06,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：11月06日00时24分在广东湛江市雷州市附近（北纬20.77度，东经110.09度）发生3.6级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c852"),2018-10-26,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月26日01时31分在云南大理州宾川县（北纬25.78度，东经100.66度）发生2.8级地震，震源深度7千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/微博云南'>@微博云南</a> ） 
ObjectId("5d08a1148541638b5c24c853"),2018-10-18,杨绛：有些人之所以不断成长，就绝对是有一种坚持下去的力量。好读书，肯下功夫，不仅读，还做笔记。人要成长，必有原因，背后的努力与积累一定数倍于普通人。所以，关键还在于自己。各位早上好 
ObjectId("5d08a1148541638b5c24c854"),2018-10-18,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月18日04时08分在甘肃酒泉市肃北县（北纬39.49度，东经95.30度）发生3.6级地震，震源深度9千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c855"),2018-10-18,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月18日04时08分在甘肃酒泉市肃北县附近（北纬39.53度，东经95.29度）发生3.8级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c856"),2018-10-22,不要把自己活得像落难者一样，急着告诉所有人你的不幸。总有一天你会发现，酸甜苦辣要自己尝，漫漫人生要自己过，你所经历的在别人眼里都是故事，也别把所有的事都掏心掏肺的告诉别人，成长本来就是一个孤立无援的过程，你要努力强大起来，然后独当一面。新的一周，各位早上好 
ObjectId("5d08a1148541638b5c24c857"),2018-10-22,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月22日00时04分在新疆阿克苏地区拜城县（北纬41.87度，东经82.28度）发生3.3级地震，震源深度22千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c858"),2018-10-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月21日23时11分在新疆阿克苏地区拜城县（北纬41.88度，东经82.24度）发生3.1级地震，震源深度21千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c859"),2018-10-23,震中位于台湾岛以东海域，距离台湾岛最近95公里，地震造成台湾全岛震感明显，福建泉州、厦门和福州等地亦有震感。
ObjectId("5d08a1148541638b5c24c85a"),2018-10-23,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月23日12时34分在台湾花莲县海域（北纬24.01度，东经122.65度）发生6.0级地震，震源深度30千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a1148541638b5c24c85b"),2018-10-19,不容易，姑娘们很棒<span class="url-icon"><img alt=[鼓掌] src="//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-a35dfd4d70.png" style="width:1em; height:1em;" /></span>//<a href='/n/CCTV5'>@CCTV5</a>:中国队挽救三个赛点后15-17输掉决胜局，遗憾无缘决赛！！//<a href='/n/CCTV5'>@CCTV5</a>: 15平！！//<a href='/n/CCTV5'>@CCTV5</a>: 连救两个！！14平！！！！//<a href='/n/CCTV5'>@CCTV5</a>: 14-12，意大利获得赛点！！//<a href='/n/CCTV5'>@CCTV5</a>: 12平！！
ObjectId("5d08a1148541638b5c24c85c"),2018-10-19,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月19日17时47分在新疆阿勒泰地区青河县（北纬46.21度，东经90.29度）发生3.0级地震，震源深度14千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c85d"),2018-10-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月21日08时20分在云南保山市隆阳区附近（北纬25.14度，东经99.46度）发生3.2级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/微博云南'>@微博云南</a> ） 
ObjectId("5d08a1148541638b5c24c85e"),2018-10-21,我是不是起床最早的那一个<span class="url-icon"><img alt=[偷笑] src="//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png" style="width:1em; height:1em;" /></span> 
ObjectId("5d08a1148541638b5c24c85f"),2018-10-20,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%96%B0%E7%96%86%E6%8B%9C%E5%9F%8E4.5%E7%BA%A7%E5%9C%B0%E9%9C%87%23&extparam=%23%E6%96%B0%E7%96%86%E6%8B%9C%E5%9F%8E4.5%E7%BA%A7%E5%9C%B0%E9%9C%87%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#新疆拜城4.5级地震#</span></a>本次地震周边20公里内的乡镇有赛里木镇、克孜尔乡、托克逊乡。震中距拜城县34公里、距新和县46公里、距库车县60公里、距沙雅县84公里，距乌鲁木齐市487公里。 
ObjectId("5d08a1148541638b5c24c860"),2018-11-05,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>3•11东日本大地震发生后，日本政府把11月5日定为“海啸防灾日”，并向联合国提议将这一天定为“世界海啸日”，东南亚及南美140多个国家也都联合支持该议案。联合国大会于2015年12月22日全票通过决议，决定接受日本的提议，将11月5日定为“世界海啸日”，以提高各国对海啸的防范意识。 
ObjectId("5d08a1148541638b5c24c861"),2018-11-05,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>上周，共速报我国三级以上地震19次，其中3.0到3.9级12次，4.0到4.9级5次，5.0到5.9级2次，6.0级以上0次，最大地震是10月31日在四川凉山州西昌市发生的5.1级地震。 
ObjectId("5d08a1148541638b5c24c862"),2018-11-05,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%A6%96%E5%B1%8A%E4%B8%AD%E5%9B%BD%E5%9B%BD%E9%99%85%E8%BF%9B%E5%8F%A3%E5%8D%9A%E8%A7%88%E4%BC%9A%23&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#首届中国国际进口博览会#</span></a>中国经济是一片大海，而不是一个小池塘。狂风骤雨可以掀翻小池塘，但不能掀翻大海。经历了无数次狂风骤雨，大海依旧在那儿，经历了5000多年的艰难困苦，中国依旧在那儿，面向未来，中国将永远在这儿！ <a data-url="http://t.cn/EwQPq4f" href="https://video.weibo.com/show?fid=1034%3A4302942753224259&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class="surl-text">网页链接</span></a> 
ObjectId("5d08a1148541638b5c24c863"),2018-10-17,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月17日23时34分在西藏那曲市安多县（北纬32.94度，东经90.19度）发生3.3级地震，震源深度5千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c864"),2018-10-17,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月17日13时29分在云南楚雄州武定县（北纬25.89度，东经102.21度）发生4.5级地震，震源深度11千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/微博云南'>@微博云南</a> ） 
ObjectId("5d08a1148541638b5c24c865"),2018-10-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月21日16时42分在新疆阿克苏地区拜城县（北纬41.77度，东经82.28度）发生4.2级地震，震源深度20千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c866"),2018-10-21,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：10月21日16时42分在新疆阿克苏地区拜城县附近（北纬41.89度，东经82.26度）发生4.0级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a1148541638b5c24c867"),2018-10-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：10月16日19时05分在西藏那曲市安多县（北纬32.86度，东经90.28度）发生3.8级地震，震源深度8千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
